matched_2021,new_item_2022,food_category,restaurant,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium
1,0,Fried Potatoes,Steak 'N Shake,,,,Small,430,22,6,0,20,1290,47,5,2,11,
1,0,Appetizers & Sides,Sonic,,,,Small,330,19,3.5,0,40,1100,24,3,1,16,
1,0,Fried Potatoes,Steak 'N Shake,,,,Small,320,18,4,2,5,1050,34,3,1,4,
1,0,Entrees,Sonic,,,,Small,510,34,10,0.5,35,1030,35,3,1,14,
1,0,Fried Potatoes,Sonic,,,,Small,350,21,7,0,20,1000,32,3,1,7,
1,0,Appetizers & Sides,Sonic,,,,Small,280,27,8,0.5,40,970,23,1,1,14,
1,0,Fried Potatoes,Sonic,,,,Small,310,19,5,0,20,950,30,3,1,6,
1,0,Appetizers & Sides,Sonic,,,,Small,370,19,7,0,30,950,40,2,5,15,
1,0,Soup,Wendy's,,,,small,240,11,4.5,0.5,20,910,22,6,6,16,10
1,0,Beverages,Sonic,,,,Small,1030,51,30,1.5,125,900,131,2,84,13,
1,0,Appetizers & Sides,Sonic,,,,Small,190,21,3.5,0,10,850,23,1,2,3,
1,0,Pizza,Papa John's,,,,Small,220,8,3.5,,25,780,26,1,3,10,
1,0,Pizza,Papa John's,,,,Small,220,8,3.5,,25,780,26,1,3,10,
1,0,Soup,Quiznos,,,,Small,70,2,1,,15,780,8,0,1,4,
1,0,Soup,Quiznos,,,,Small,120,8,5,,15,760,10,1,3,4,
1,0,Fried Potatoes,Steak 'N Shake,,,,Small,360,21,5,0,20,730,34,3,1,8,
1,0,Pizza,Papa John's,,,,Small,250,12,5,,30,700,26,1,3,10,
1,0,Fried Potatoes,Steak 'N Shake,,,,Small,250,13,2.5,0,0,700,30,3,0,2,
1,0,Beverages,Sonic,,,,Small,890,43,28,1.5,125,680,112,2,78,12,
1,0,Beverages,Sonic,,,,Small,840,43,28,1.5,125,680,101,1,68,12,
1,0,Pizza,Papa John's,,,,Small,230,7,3.5,,25,660,30,1,7,10,
1,0,Pizza,Papa John's,,,,Small,230,7,3.5,,25,660,31,1,8,10,
1,0,Pizza,Papa John's,,,,Small,240,11,4.5,,25,660,25,1,3,9,
1,0,Fried Potatoes,Steak 'N Shake,,,,Small,250,13,2.5,0,0,650,30,3,0,2,
1,0,Fried Potatoes,Sonic,,,,Small,350,19,6,0,20,640,36,3,1,8,
1,0,Pizza,Papa John's,,,,Small,260,13,6,,30,620,24,1,2,11,
1,0,Fried Potatoes,Sonic,,,,Small,250,13,2.5,0,0,620,30,3,0,2,
1,0,Beverages,Culver's,,,,Small,900,45,27,1.5,240,610,110,0,86,14,
1,0,Pizza,Papa John's,,,,Small,230,8,3.5,,25,610,27,1,4,10,
1,0,Fried Potatoes,Krystal,,,,Small,270,19,6,1,10,600,235,2,0,2,
1,0,Pizza,Papa John's,,,,Small,240,10,4.5,,25,600,26,1,3,9,
1,0,Fried Potatoes,Bojangles,,,,small,260,16,5,0.5,10,590,27,2,0,2,
1,0,Beverages,Culver's,,,,Small,890,44,27,1.5,248,590,112,0,84,13,
1,0,Pizza,Papa John's,,,,Small,230,9,4,,20,590,26,1,3,9,
1,0,Fried Potatoes,Sonic,,,,Small,310,17,5,0,20,590,34,3,1,6,
0,1,Desserts,Dairy Queen,,,,Small,770,34,15,0.5,50,580,99,3,76,21,
1,0,Pizza,Papa John's,,,,Small,230,10,4.5,,25,580,26,1,3,10,
1,0,Beverages,Culver's,,,,Small,590,44,26,1.5,248,570,111,0,85,14,
1,0,Soup,Quiznos,,,,Small,160,5,1.5,,40,550,19,6,4,11,
1,0,Fried Potatoes,Steak 'N Shake,,,,Small,240,13,2.5,0,0,550,30,3,0,2,
1,0,Pizza,Papa John's,,,,Small,220,10,4,,20,540,25,1,3,8,
1,0,Pizza,Papa John's,,,,Small,220,8,4,,20,530,26,1,3,9,
1,0,Beverages,Sonic,,,,Small,750,40,25,1,100,510,90,1,61,10,
1,0,Pizza,Papa John's,,,,Small,210,9,4.5,,25,500,25,1,2,9,
1,0,Soup,Quiznos,,,,Small,160,12,3.5,,15,500,12,0,9,2,
0,1,Beverages,Sonic,,,,Small,820,48,26,1,100,500,86,2,57,12,
1,0,Desserts,Sonic,,,,Small,650,33,18,1,90,470,78,1,50,10,
1,0,Fried Potatoes,Wendy's,,,,small,260,12,2,0,0,470,35,3,0,4,15
1,0,Desserts,Sonic,,,,Small,750,41,22,1,95,460,84,2,62,14,
1,0,Pizza,Papa John's,,,,Small,190,6,2.5,,15,450,26,1,3,7,
1,0,Pizza,Papa John's,,,,Small,190,6,2.5,,15,440,26,1,3,7,
1,0,Appetizers & Sides,Sonic,,,,Small,440,21,3.5,0,0,430,55,3,14,6,
1,0,Desserts,Sonic,,,,Small,740,37,21,1,95,420,90,2,57,14,
0,1,Beverages,Culver's,,,,Small,660,34,21,1,200,410,79,0,63,11,
0,1,Desserts,Dairy Queen,,,,Small,810,33,15,1,45,410,116,3,86,15,
1,0,Desserts,Sonic,,,,Small,720,37,21,1,95,390,84,1,61,12,
1,0,Beverages,Sonic,,,,Small,650,35,24,1,100,390,74,1,52,10,
1,0,Desserts,Dairy Queen,,,,Small,710,28,16,0.5,45,380,104,1,76,12,
1,0,Desserts,Dairy Queen,,,,Small,750,32,15,1,75,380,102,2,82,14,
0,1,Beverages,Sonic,,,,Small,710,43,25,1,100,380,70,1,48,12,
1,0,Beverages,Dairy Queen,,,,Small,640,34,16,1,45,370,67,1,54,16,
1,0,Fried Potatoes,Culver's,,,,Small,240,9,1,0,0,350,35,3,0,4,
0,1,Desserts,Dairy Queen,,,,Small,770,34,20,0.5,45,350,107,4,86,14,
1,0,Beverages,Sonic,,,,Small,660,34,23,1,100,350,71,0,49,10,
1,0,Beverages,Sonic,,,,Small,650,36,24,1,110,340,71,0,49,10,
1,0,Beverages,Sonic,,,,Small,680,36,25,1,100,340,77,1,54,10,
1,0,Desserts,Sonic,,,,Small,690,34,19,1,100,340,89,1,55,10,
0,1,Desserts,Dairy Queen,,,,Small,660,26,17,1,80,330,94,1,76,14,
0,1,Desserts,Dairy Queen,,,,Small,660,23,15,1,50,330,100,1,75,14,
0,1,Desserts,Sonic,,,,Small,800,41,25,1,100,330,97,2,75,11,
1,0,Fried Potatoes,Bojangles,,,,small,360,21,7,1,15,320,39,3,0,3,
1,0,Desserts,Culver's,,,,Small,730,38,21,1,206,320,87,4,73,14,
1,0,Beverages,Culver's,,,,Small,740,50,23,1,200,320,61,2,52,17,
1,0,Beverages,Sonic,,,,Small,630,34,23,1,100,320,72,0,52,9,
1,0,Beverages,Sonic,,,,Small,660,34,23,1,100,310,80,2,54,10,
1,0,Desserts,Culver's,,,,Small,680,33,19,1,206,300,85,3,67,12,
1,0,Desserts,Dairy Queen,,,,Small,600,25,16,0.5,50,300,84,1,74,11,
1,0,Desserts,Dairy Queen,,,,Small,620,24,12,0.5,40,300,91,1,70,12,
1,0,Desserts,Dairy Queen,,,,Small,570,23,12,0.5,45,290,79,1,68,15,
0,1,Desserts,Dairy Queen,,,,Small,770,36,25,0.5,45,280,96,2,77,16,
0,1,Desserts,Dairy Queen,,,,Small,620,28,15,0.5,40,280,86,3,68,12,
1,0,Desserts,Culver's,,,,Small,790,47,27,1.5,240,270,81,1,71,14,
1,0,Desserts,Culver's,,,,Small,800,48,29,1.5,245,270,82,1,74,12,
1,0,Desserts,Dairy Queen,,,,Small,680,34,18,0.5,50,270,84,2,68,14,
0,1,Desserts,Dairy Queen,,,,Small,680,26,18,0.5,50,270,101,3,81,13,
1,0,Beverages,Long John Silver's,,,,Small,250,0,0,0,0,265,68,0,68,0,
1,0,Beverages,Culver's,,,,Small,750,41,25,1.5,240,260,85,0,71,12,
1,0,Desserts,Dairy Queen,,,,Small,380,22,7,0,25,260,39,1,28,9,
1,0,Desserts,Dairy Queen,,,,Small,610,20,11,0.5,50,260,92,1,78,14,
1,0,Fried Potatoes,Sonic,,,,Small,250,12,2,0,0,260,33,3,0,3,
1,0,Beverages,Culver's,,,,Small,640,32,20,1,200,250,79,0,68,10,
1,0,Desserts,Culver's,,,,Small,740,42,25,1.5,240,250,79,0,65,12,
1,0,Desserts,Culver's,,,,Small,790,44,27,1.5,240,250,85,1,69,14,
0,1,Desserts,Dairy Queen,,,,Small,710,35,24,0.5,45,250,83,2,67,16,
0,1,Desserts,Culver's,,,,Small,590,30,18,1,205,240,74,3,62,12,
1,0,Beverages,Dairy Queen,,,,Small,550,20,14,1,50,240,79,0,65,13,
1,0,Beverages,Dairy Queen,,,,Small,550,22,17,1,45,240,75,0,61,13,
0,1,Desserts,Dairy Queen,,,,Small,640,32,21,1,40,240,77,1,64,12,
1,0,Desserts,Dairy Queen,,,,Small,520,18,11,0.5,40,230,76,1,58,13,
1,0,Desserts,Culver's,,,,Small,770,44,26,1.5,255,220,83,0,66,12,
1,0,Beverages,Dairy Queen,,,,Small,530,19,14,1,45,220,77,1,67,13,
0,1,Desserts,Dairy Queen,,,,Small,610,22,14,1,50,220,91,0,81,13,
1,0,Beverages,Dunkin' Donuts,,,,Small,500,11,8,0,25,220,94,1,87,6,379
0,1,Beverages,Dunkin' Donuts,,,,Small,230,6,3.5,0,20,220,35,0,33,7,380
1,0,Beverages,Culver's,,,,Small,650,32,20,1,200,210,80,0,64,10,
1,0,Desserts,Dairy Queen,,,,Small,630,21,13,0.5,50,210,99,1,85,13,
1,0,Beverages,Dunkin' Donuts,,,,Small,220,7,6,0,0,210,40,2,32,2,150
1,0,Beverages,Culver's,,,,Small,630,32,20,1,200,200,76,0,61,10,
1,0,Beverages,Dairy Queen,,,,Small,490,19,14,1,45,200,68,0,59,13,
1,0,Beverages,Dairy Queen,,,,Small,520,19,14,1,50,200,73,0,65,13,
1,0,Beverages,Dunkin' Donuts,,,,Small,500,11,8,0,30,200,95,1,88,6,456
1,0,Beverages,Culver's,,,,Small,600,35,20,1,218,190,62,0,56,12,
1,0,Beverages,Culver's,,,,Small,10,0,0,0,0,190,0,0,0,0,
1,0,Beverages,Dairy Queen,,,,Small,470,19,13,1,45,190,64,1,53,13,
1,0,Beverages,Dairy Queen,,,,Small,490,15,11,1,30,190,81,0,69,8,
0,1,Desserts,Dairy Queen,,,,Small,550,19,13,0.5,50,190,84,1,72,12,
1,0,Beverages,Dunkin' Donuts,,,,Small,500,11,8,0,30,190,95,1,87,6,438
1,0,Beverages,Dunkin' Donuts,,,,Small,190,6,5,0,0,190,35,1,27,2,173
1,0,Beverages,Dunkin' Donuts,,,,Small,490,11,8,0,25,190,93,1,85,6,396
1,0,Beverages,Dairy Queen,,,,Small,500,18,12,1,30,180,76,1,67,9,
1,0,Beverages,Dunkin' Donuts,,,,Small,630,22,12,0.5,70,180,102,0,96,6,1108
1,0,Beverages,Culver's,,,,Small,580,35,20,1,218,170,58,0,52,12,
0,1,Desserts,Culver's,,,,Small,650,39,24,1.2,240,170,65,0,57,11,
0,1,Beverages,Dunkin' Donuts,,,,Small,490,11,8,0,25,170,94,2,84,5,458
1,0,Fried Potatoes,Whataburger,,,,Small,270,14,2,0,0,170,34,3,0,3,
1,0,Beverages,Culver's,,,,Small,600,32,20,1,200,160,68,0,60,10,
1,0,Beverages,Dunkin' Donuts,,,,Small,390,3,1.5,0,10,160,86,0,83,5,228
1,0,Beverages,Dunkin' Donuts,,,,Small,250,5,3,0,20,160,43,0,38,8,464
1,0,Beverages,Dunkin' Donuts,,,,Small,300,11,6,0,35,160,42,0,38,8,419
0,1,Beverages,Dunkin' Donuts,,,,Small,610,22,12,0.5,70,160,97,0,92,6,1183
1,0,Beverages,Wendy's,,,,Small,340,9,6,0,45,160,56,0,47,9,10
1,0,Beverages,Culver's,,,,Small,590,32,20,1,200,150,66,1,59,10,
1,0,Beverages,Dairy Queen,,,,Small,450,14,11,1,30,150,74,0,67,7,
1,0,Beverages,Dunkin' Donuts,,,,Small,610,22,12,0.5,70,150,97,0,91,6,1165
1,0,Beverages,Dunkin' Donuts,,,,Small,600,22,12,0.5,70,150,95,1,89,6,1124
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0,0,0,5,150,35,0,33,8,428
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,150,34,0,33,7,383
1,0,Beverages,Dunkin' Donuts,,,,Small,490,4.5,3,0,20,150,104,0,98,6,1128
1,0,Beverages,Dunkin' Donuts,,,,Small,510,8,4.5,0,25,150,104,0,98,6,1106
1,0,Beverages,Dunkin' Donuts,,,,Small,250,5,3,0,20,150,43,0,38,8,461
1,0,Beverages,Dunkin' Donuts,,,,Small,300,11,6,0,35,150,42,0,38,8,416
1,0,Beverages,Krystal,,,,Small,120,0,0,0,0,150,29,0,29,0,
1,0,Beverages,Wendy's,,,,Small,350,9,6,0,35,150,58,0,47,10,15
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0,0,0,5,140,35,0,33,8,425
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,140,34,0,33,7,380
1,0,Fried Potatoes,Krystal,,,,Small,140,9,3.5,0,5,140,14,2,0,2,
1,0,Beverages,Culver's,,,,Small,400,17,10,0,105,135,61,0,58,5,
1,0,Desserts,Dairy Queen,,,,Small,300,8,5,0,25,130,50,0,40,6,
1,0,Beverages,Dairy Queen,,,,Small,360,10,6,0,30,130,62,0,55,8,
1,0,Beverages,Dairy Queen,,,,Small,390,10,6,0,30,130,69,0,60,8,
0,1,Beverages,Dairy Queen,,,,Small,380,10,6,0.5,35,130,66,0,58,8,
1,0,Beverages,Dunkin' Donuts,,,,Small,70,2,0,0,0,130,11,0,10,1,187
1,0,Beverages,Dunkin' Donuts,,,,Small,250,5,3,0,20,130,43,0,40,8,543
1,0,Beverages,Dunkin' Donuts,,,,Small,300,11,6,0,35,130,43,0,39,8,507
1,0,Beverages,Dunkin' Donuts,,,,Small,300,11,6,0,35,130,43,0,39,8,499
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,130,32,0,30,6,379
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,130,32,0,30,6,349
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,130,34,0,32,8,400
0,1,Beverages,Dunkin' Donuts,,,,Small,240,8,4.5,0,25,130,33,1,31,7,334
0,1,Beverages,Dunkin' Donuts,,,,Small,470,4.5,3,0,20,130,99,0,94,6,1203
0,1,Beverages,Dunkin' Donuts,,,,Small,490,8,4.5,0,30,130,99,0,94,6,1181
1,0,Beverages,Krystal,,,,Small,210,0,0,0,0,130,50,0,50,0,
1,0,Toppings & Ingredients,Pizza Hut,,,,Small,90,2.5,0,0,0,130,14,3,,,
0,1,Beverages,Checker's Drive-In/ Rally's,,,,Small,100,0,0,0,0,125,24,0,24,0,
1,0,Desserts,Dairy Queen,,,,Small,300,10,8,0,25,125,46,0,36,6,
1,0,Beverages,Dunkin' Donuts,,,,Small,180,0,0,0,5,125,36,0,35,8,509
1,0,Beverages,Dunkin' Donuts,,,,Small,230,6,3.5,0,20,125,35,0,34,7,464
1,0,Beverages,Dunkin' Donuts,,,,Small,490,8,4.5,0,30,125,99,0,92,6,1163
1,0,Beverages,Dunkin' Donuts,,,,Small,600,22,13,0.5,70,125,97,2,88,5,1186
1,0,Beverages,Dunkin' Donuts,,,,Small,250,5,3,0,20,125,43,0,40,8,552
1,0,Beverages,Dunkin' Donuts,,,,Small,460,5,3,0,20,125,97,1,90,6,1144
1,0,Beverages,Dunkin' Donuts,,,,Small,480,8,5,0,25,125,97,1,90,6,1122
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,125,31,0,30,6,303
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0,0,0,5,125,34,0,33,8,444
0,1,Beverages,Dunkin' Donuts,,,,Small,460,4.5,3,0,20,125,99,0,93,6,1185
1,0,Beverages,Dunkin' Donuts,,,,Small,70,2,0,0,0,120,11,0,10,1,185
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0,0,0,5,120,35,0,33,7,490
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,120,35,0,33,7,445
1,0,Beverages,Dunkin' Donuts,,,,Small,230,6,3.5,0,20,120,35,0,34,7,461
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,120,32,0,30,6,376
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,120,32,0,30,6,346
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,120,31,0,30,6,333
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0,0,0,5,120,34,0,33,8,442
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,120,34,0,32,8,397
1,0,Beverages,Dunkin' Donuts,,,,Small,210,6,3.5,0,20,120,31,1,30,7,308
1,0,Beverages,Dunkin' Donuts,,,,Small,120,2,0,0,0,120,24,1,22,2,129
0,1,Beverages,Dunkin' Donuts,,,,Small,230,6,3.5,0,20,120,35,0,33,7,445
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,115,35,0,33,7,443
1,0,Beverages,Dunkin' Donuts,,,,Small,180,0,0,0,5,115,36,0,35,8,506
1,0,Beverages,Dunkin' Donuts,,,,Small,250,5,3.5,0,20,115,43,1,36,8,548
1,0,Beverages,Dunkin' Donuts,,,,Small,300,11,7,0,35,115,42,1,36,7,503
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,115,31,0,30,6,330
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,115,31,0,30,6,300
0,1,Beverages,Wendy's,,,,Small,280,0,0,0,0,115,71,0,64,0,2
0,1,Beverages,Zaxby's,,,,Small,260,0,0,0,0,115,68,0,67,0,
0,1,Beverages,Checker's Drive-In/ Rally's,,,,Small,170,0,0,0,0,110,42,0,40,0,
1,0,Beverages,Culver's,,,,Small,220,0,0,0,0,110,59,0,58,0,
1,0,Beverages,Culver's,,,,Small,0,0,0,0,0,110,0,0,0,0,
1,0,Desserts,Dairy Queen,,,,Small,270,7,4.5,0,25,110,48,1,41,6,
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,110,35,1,32,7,466
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0,0,0,5,110,35,0,33,7,488
1,0,Beverages,Dunkin' Donuts,,,,Small,350,6,3.5,0,20,110,66,1,64,6,284
1,0,Beverages,Dunkin' Donuts,,,,Small,200,6,3.5,0,20,110,29,1,27,6,283
1,0,Beverages,Dunkin' Donuts,,,,Small,250,5,3.5,0,20,110,43,1,37,8,557
1,0,Beverages,Dunkin' Donuts,,,,Small,300,11,7,0,35,110,43,1,36,7,512
0,1,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,110,35,1,32,7,466
1,0,Beverages,Krystal,,,,Small,230,0,0,0,0,110,57,0,57,0,
1,0,Beverages,Sonic,,,,Small,210,9,6,0,30,110,29,0,17,4,
1,0,Beverages,Sonic,,,,Small,190,9,6,0,30,110,24,0,12,4,
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0.5,0,0,5,105,35,1,32,7,510
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,105,33,0,32,6,459
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,105,33,0,31,5,429
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,105,29,1,27,7,328
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,105,32,0,30,6,395
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,105,31,0,30,6,365
0,1,Beverages,Dunkin' Donuts,,,,Small,190,6,3.5,0,20,105,27,0,25,6,339
1,0,Beverages,Wendy's,,,,Small,210,5,3.5,0,25,105,35,2,28,6,8
1,0,Beverages,Wendy's,,,,Small,220,5,3.5,0,20,105,36,2,28,6,8
1,0,Beverages,Dairy Queen,,,,Small,260,0,0,0,0,100,62,2,56,4,
1,0,Beverages,Dunkin' Donuts,,,,Small,220,6,3.5,0,20,100,35,1,32,7,463
1,0,Beverages,Dunkin' Donuts,,,,Small,170,0.5,0,0,5,100,35,1,32,7,508
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,100,33,0,30,5,441
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,100,33,0,30,5,411
1,0,Beverages,Dunkin' Donuts,,,,Small,460,5,3.5,0,15,100,99,2,90,5,1206
1,0,Beverages,Dunkin' Donuts,,,,Small,480,8,5,0,25,100,98,2,90,5,1183
1,0,Beverages,Dunkin' Donuts,,,,Small,390,17,9,0.5,55,100,57,0,54,3,920
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,100,33,0,32,6,413
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,100,32,0,31,5,383
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,100,29,1,27,7,326
1,0,Beverages,Dunkin' Donuts,,,,Small,200,6,3.5,0,20,100,29,1,27,6,281
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,100,32,0,30,6,392
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,100,31,0,30,6,362
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,100,31,0,30,6,349
1,0,Beverages,Dunkin' Donuts,,,,Small,180,4,2.5,0,15,100,31,0,30,6,319
1,0,Beverages,Dunkin' Donuts,,,,Small,90,2.5,0,0,0,100,16,2,4,1,340
1,0,Beverages,Krystal,,,,Small,210,0,0,0,0,100,57,0,55,0,
1,0,Beverages,Long John Silver's,,,,Small,0,0,0,0,0,100,0,0,0,0,
1,0,Toppings & Ingredients,Pizza Hut,,,,Small,60,0.5,0,0,0,100,11,2,1,0,
0,1,Beverages,Checker's Drive-In/ Rally's,,,,Small,190,0,0,0,0,95,48,0,47,0,
1,0,Beverages,Culver's,,,,Small,0,0,0,0,0,95,0,0,0,0,
1,0,Desserts,Dairy Queen,,,,Small,320,15,12,0,25,95,40,1,30,6,
1,0,Desserts,Dairy Queen,,,,Small,240,7,4.5,0,25,95,39,0,34,6,
1,0,Desserts,Dairy Queen,,,,Small,320,15,12,0,25,95,40,0,31,6,
0,1,Desserts,Dairy Queen,,,,Small,320,15,12,0,25,95,40,0,31,6,
0,1,Beverages,Dairy Queen,,,,Small,270,0.2,0,0,0,95,63,1,61,4,
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,95,33,0,32,6,456
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,95,33,0,31,5,426
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,95,33,0,30,5,408
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,95,32,0,30,5,395
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,95,32,0,30,5,365
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,95,31,0,30,6,346
1,0,Beverages,Dunkin' Donuts,,,,Small,180,4,2.5,0,15,95,31,0,30,6,316
1,0,Beverages,Krystal,,,,Small,200,0,0,0,0,95,50,0,50,0,
1,0,Desserts,Dairy Queen,,,,Small,240,7,4.5,0,25,90,36,0,25,6,
1,0,Desserts,Dairy Queen,,,,Small,220,7,4.5,0,25,90,34,0,26,6,
1,0,Beverages,Dairy Queen,,,,Small,250,0,0,0,0,90,59,1,56,4,
1,0,Beverages,Dairy Queen,,,,Small,280,0,0,0,0,90,66,1,65,4,
1,0,Beverages,Dunkin' Donuts,,,,Small,70,0,0,0,5,90,10,0,9,6,335
1,0,Beverages,Dunkin' Donuts,,,,Small,120,6,3.5,0,20,90,9,0,9,6,290
1,0,Beverages,Dunkin' Donuts,,,,Small,130,0,0,0,5,90,27,0,26,6,335
1,0,Beverages,Dunkin' Donuts,,,,Small,180,6,3.5,0,20,90,27,0,26,6,291
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,90,33,0,30,5,438
1,0,Beverages,Dunkin' Donuts,,,,Small,160,0,0,0,5,90,33,0,32,6,410
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,90,32,0,31,5,380
1,0,Beverages,Dunkin' Donuts,,,,Small,170,6,3,0,20,90,26,0,25,3,258
1,0,Beverages,Dunkin' Donuts,,,,Small,90,2.5,0,0,0,90,16,2,4,1,338
0,1,Beverages,Dunkin' Donuts,,,,Small,170,6,3,0,20,90,26,0,25,3,244
1,0,Toppings & Ingredients,Sonic,,,,Small,90,1,0.5,0,5,90,19,0,12,0,
1,0,Desserts,Dairy Queen,,,,Small,230,7,4.5,0,25,85,38,0,33,6,
1,0,Beverages,Dunkin' Donuts,,,,Small,120,6,3.5,0,20,85,9,0,9,6,288
1,0,Beverages,Dunkin' Donuts,,,,Small,180,6,3.5,0,20,85,27,0,26,6,288
1,0,Beverages,Dunkin' Donuts,,,,Small,70,0,0,0,5,85,10,0,9,6,332
1,0,Beverages,Dunkin' Donuts,,,,Small,130,0,0,0,5,85,27,0,26,6,333
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0.5,0,0,0,85,33,1,29,5,461
1,0,Beverages,Dunkin' Donuts,,,,Small,180,4.5,2.5,0,10,85,32,1,29,5,431
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0,0,0,5,85,32,0,30,5,392
1,0,Beverages,Dunkin' Donuts,,,,Small,190,4,2.5,0,15,85,32,0,30,5,362
1,0,Beverages,Dunkin' Donuts,,,,Small,170,6,3.5,0,20,85,23,0,23,6,288
1,0,Beverages,Dunkin' Donuts,,,,Small,120,0,0,0,5,85,23,1,22,7,289
1,0,Beverages,Dunkin' Donuts,,,,Small,170,6,3.5,0,20,85,22,1,21,7,244
1,0,Beverages,Dunkin' Donuts,,,,Small,170,6,3,0,20,85,26,0,25,3,263
0,1,Beverages,Dunkin' Donuts,,,,Small,170,6,3,0,20,85,26,0,25,3,263
1,0,Beverages,Long John Silver's,,,,Small,270,0,0,0,0,85,72,0,72,0,
0,1,Beverages,Long John Silver's,,,,Small,250,0,0,0,0,85,67,0,67,0,
1,0,Toppings & Ingredients,Pizza Hut,,,,Small,80,1,0,0,0,85,14,3,0,,
0,1,Beverages,Bojangles,,,,small,230,0,0,0,0,80,63,0,61,0,
0,1,Beverages,Checker's Drive-In/ Rally's,,,,Small,190,0,0,0,0,80,47,0,46,0,
0,1,Beverages,Checker's Drive-In/ Rally's,,,,Small,170,0,0,0,0,80,42,0,42,0,
1,0,Beverages,Dunkin' Donuts,,,,Small,180,4.5,2.5,0,10,80,32,1,29,5,428
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0.5,0,0,0,80,32,1,29,5,415
1,0,Beverages,Dunkin' Donuts,,,,Small,180,4.5,2.5,0,10,80,32,1,29,5,385
1,0,Beverages,Dunkin' Donuts,,,,Small,170,6,3.5,0,20,80,22,1,21,7,242
0,1,Beverages,Dunkin' Donuts,,,,Small,140,3,2.5,0,0,80,28,0,26,2,457
1,0,Beverages,Krystal,,,,Small,200,0,0,0,0,80,53,0,51,0,
1,0,Beverages,Culver's,,,,Small,0,0,0,0,0,75,0,0,0,0,
1,0,Beverages,Culver's,,,,Small,5,0,0,0,0,75,1,0,1,0,
1,0,Beverages,Dairy Queen,,,,Small,330,4.5,4.5,0,0,75,71,2,64,1,
1,0,Beverages,Dunkin' Donuts,,,,Small,150,0.5,0,0,0,75,33,1,29,5,458
1,0,Beverages,Dunkin' Donuts,,,,Small,250,0,0,0,0,75,59,0,56,4,941
1,0,Beverages,Dunkin' Donuts,,,,Small,270,3,1.5,0,10,75,58,0,56,4,918
